Year,Nest.ID,Spec,Field,Ref,Date,Visit_Interval,expos,Survive (evi),survive,trials,Egg,Landscape,Dist,GRASS,MCM,Julian,Dist.Edge,Nht,Robel,DeadVeg,Forb,Area,PeriAreaR,C.Man,Y.Man,MeanPC1,MeanPC2,SDPC1,Ag.Edge,For.Edge,Grass.100,For.1600,Grass.1600,TE.1600
2011,JC1-FISP1,FISP,JC-1,1/1/2011,6/4/2011,1,3,FAIL,0,1,NTLG,KEW,Control,Native,Spray/Seed,-0.910057129,0.610079839,0.002772503,1.003643799,-0.88474258,0.122797115,-1.499656622,1.077462564,-0.974175913,-1.092103559,0.541187733,-2.467439338,-0.34712359,-0.883752352,-1.398814484,2.208827051,1.801114368,1.857938169,1.07605623
2011,JC1-FISP2,FISP,JC-1,1/1/2011,6/4/2011,1,3,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,-0.910057129,-0.647661424,-0.730680624,-0.075914694,0.789561244,-1.016263553,-1.499656622,1.077462564,-0.974175913,-1.092103559,0.541187733,-2.467439338,-0.34712359,-0.883752352,-1.398814484,2.208827051,1.801114368,1.857938169,1.07605623
2011,JC1-FISP2,FISP,JC-1,1/1/2011,6/9/2011,2,5,SURVIVE,1,1,NTLG,KEW,Control,Native,Spray/Seed,-0.66225918,-0.647661424,-0.730680624,-0.075914694,0.789561244,-1.016263553,-1.499656622,1.077462564,-0.974175913,-1.092103559,0.541187733,-2.467439338,-0.34712359,-0.883752352,-1.398814484,2.208827051,1.801114368,1.857938169,1.07605623
2011,JE1-NOCA1,NOCA,JE-1,1/1/2011,5/24/2011,1,5,FAIL,0,1,EGG,JN,Control,Native,Disk,-1.455212618,-1.227497714,0.491741255,0.037723042,-0.88474258,-0.609456172,1.236208623,-0.632970423,-0.974175913,-1.092103559,0.273334915,-1.391466304,0.769900313,1.76061081,-0.323318125,-1.892702153,0.471856128,-0.995305279,-0.361286644
2011,JN2N-FISP1,FISP,JN-2N,1/1/2011,6/21/2011,1,3,FAIL,0,1,NTLG,JN,Control,Brome,Control,0.081134669,-0.850522826,0.288004275,1.458194744,-0.88474258,1.668665164,-0.176709993,0.845825804,-0.974175913,-1.092103559,2.044493652,0.026378728,-1.167628632,-0.41352748,0.735186756,-0.323250808,1.217233158,-0.217627192,1.398878371
2011,JN2S-COYE1,COYE,JN-2S,1/1/2011,5/20/2011,1,3,SURVIVE,1,1,EGG,JN,Control,Brome,Disk,-1.653450978,-1.087318484,-0.404701456,0.208179646,1.985492547,0.936411878,-1.264574286,0.076224765,-0.974175913,-1.092103559,-0.375173252,-0.401228828,1.236788005,-0.883752352,1.229722599,0.904460584,1.552168333,-0.037734589,1.54407837
2011,JN2S-COYE1,COYE,JN-2S,1/1/2011,5/25/2011,2,5,SURVIVE,1,1,EGG,JN,Control,Brome,Disk,-1.405653028,-1.087318484,-0.404701456,0.208179646,1.985492547,0.936411878,-1.264574286,0.076224765,-0.974175913,-1.092103559,-0.375173252,-0.401228828,1.236788005,-0.883752352,1.229722599,0.904460584,1.552168333,-0.037734589,1.54407837
2011,JN2S-COYE1,COYE,JN-2S,1/1/2011,5/28/2011,3,3,SURVIVE,1,1,EGG,JN,Control,Brome,Disk,-1.256974258,-1.087318484,-0.404701456,0.208179646,1.985492547,0.936411878,-1.264574286,0.076224765,-0.974175913,-1.092103559,-0.375173252,-0.401228828,1.236788005,-0.883752352,1.229722599,0.904460584,1.552168333,-0.037734589,1.54407837
2011,JN2S-COYE1,COYE,JN-2S,1/1/2011,6/1/2011,4,4,FAIL,0,1,EGG,JN,Control,Brome,Disk,-1.058735899,-1.087318484,-0.404701456,0.208179646,1.985492547,0.936411878,-1.264574286,0.076224765,-0.974175913,-1.092103559,-0.375173252,-0.401228828,1.236788005,-0.883752352,1.229722599,0.904460584,1.552168333,-0.037734589,1.54407837
2011,JN2S-FISP11,FISP,JN-2S,1/1/2011,6/20/2011,1,2,SURVIVE,1,1,EGG,JN,Control,Brome,Disk,-0.117103691,-0.835970306,0.369499067,0.037723042,-0.88474258,1.668665164,-1.264574286,0.076224765,-0.974175913,-1.092103559,-0.375173252,-0.401228828,1.236788005,-0.883752352,1.229722599,0.904460584,1.552168333,-0.037734589,1.54407837
